homology_id,mouse_symbol,human_symbol
48883945,CHR9:44653440-44679105(-),CHR11:118572390-118603033(+)
48883946,CHR5:97530068-97540189(-),CHR4:79155376-79326061(-)
48883947,CHR18:80250041-80255949(+),CHR4:79155376-79326061(-)
48883948,CHRX:72960479-72965550(-),CHRX:153929225-153935080(-)
48883949,CHR11:103110590-103158227(-),CHR17:45263119-45317029(-)
48883950,CHR11:103857565-103876163(+),CHR17:45632945-45639402(+)
48883951,CHR15:98635505-98660999(-),CHR12:48935723-48957487(-)
48883952,CHR12:69418924-69420557(+),CHR14:49893079-49897054(+)
48883953,CHR6:115337912-115467360(+),CHR3:12287368-12434356(+)
48883954,CHR18:38105681-38132022(-),CHR5:141653401-141682230(-)
48883955,CHR2:130422540-130424474(-),CHR20:3082556-3084724(-)
48883956,CHR8:8715075-8740521(-),CHR13:106541673-106568137(-)
48883957,CHR8:45960825-46280943(+),CHR4:185585444-185956652(-)
48883958,CHR9:108183359-108215142(+),CHR3:49359139-49412998(-)
48883959,CHR2:51020451-51039123(-),CHR2:150468193-150539011(-)
48883960,CHR18:6024448-6136102(-),CHR10:31805398-31928876(-)
48883961,CHR14:32935983-33091891(+),CHR10:48429831-48656265(-)
48883962,CHR11:97306359-97393228(+),CHR17:38419275-38512385(+)
48883963,CHR3:121746752-121810326(+),CHR1:94148988-94314592(-)
48883964,CHR7:16228398-16349313(-),CHR19:46860997-47005077(+)
48883965,CHR11:64892865-65053779(-),CHR17:12789498-12991643(+)
48883966,CHR10:79852505-79867305(+),CHR19:1065923-1086628(+)
48883967,CHRX:48552822-48589121(+),CHRX:131058346-131089885(+)
48883968,CHR3:88513273-88555359(+),CHR1:155946851-156007070(-)
48883969,CHR7:24602337-24626019(+),CHR19:41883173-41930150(+)
48883970,CHR4:140241796-140393318(-),CHR1:17513435-17697875(+)
48883971,CHR11:68833981-68848306(-),CHR17:8310241-8322514(+)
48883972,CHR8:3403415-3506601(+),CHR19:7348937-7479989(+)
48883973,CHR13:98035977-98342947(-),CHR5:73626158-73941993(+)
48883974,CHR18:61624728-61669665(-),CHR5:149551625-149634968(+)
48883975,CHR8:11778053-11885219(+),CHR13:111114559-111305737(+)
48883976,CHRX:94092541-94240462(-),CHRX:63634967-63809274(-)
48883977,CHR11:101359001-101362679(+),CHR17:43025231-43032041(+)
48883978,CHR15:98567086-98575342(-),CHR12:48857145-48865870(-)
48883979,CHR13:14238334-14374188(+),CHR1:235131634-235328219(-)
48883980,CHR7:101467520-101471933(+),CHR11:72239077-72245664(-)
48883981,CHR6:108760020-108800684(+),CHR3:5122249-5180911(+)
48883982,CHR13:113931041-114293997(+),CHR5:53883942-54310582(-)
48883983,CHR16:62614048-62667403(-),CHR3:93980139-94055678(+)
48883984,CHR19:46519548-46561621(-),CHR10:102673731-102714397(-)
48883985,CHR12:40083290-40087986(-),CHR7:12686856-12690958(+)
48883986,CHR7:117718113-117728848(-),CHR16:18791609-18801572(-)
48883987,CHR17:80155819-80203552(-),CHR2:38293954-38378584(-)
48883988,CHR6:97187753-97210276(+),CHR3:69084937-69106092(+)
48883989,CHR2:15060066-15087267(+),CHR10:18659431-18681639(+)
48883990,CHR18:7088209-7297936(-),CHR10:27775186-27999675(-)
48883991,CHR3:95341699-95404551(+),CHR1:150809713-150876708(-)
48883992,CHR7:83895486-84059201(-),CHR15:80404350-80597933(+)
48883993,CHR7:112806672-112913333(+),CHR11:13276652-13387266(+)
48883994,CHR6:146697553-146735027(+),CHR12:27332836-27425289(+)
48883995,CHR11:11764101-11848144(-),CHR7:50458436-50565405(-)
48883996,CHR1:152642293-152651331(+),CHR1:183620846-183635783(-)
48883997,CHR2:38895360-38905889(+),CHR9:124862130-124877733(+)
48883998,CHR9:74944896-74967595(+),CHR15:52547045-52569883(-)
48883999,CHRX:99649103-99662099(+),CHRX:70268305-70281883(+)
48884000,CHR11:70323461-70331654(+),CHR17:4710596-4721499(+)
48884001,CHR7:99184673-99255978(+),CHR11:75260122-75351705(-)
48884002,CHR2:24815364-24825264(-),CHR9:137605685-137615360(+)
48884003,CHR13:81031508-81044161(+),CHR5:91368631-91383317(-)
48884004,CHR1:87731402-87772880(+),CHR2:233307816-233347055(+)
48884005,CHR5:137293973-137305928(-),CHR7:100875103-100888664(+)
48884006,CHR18:61045063-61051633(+),CHR5:150296343-150339307(-)
48884007,CHRX:92330113-92341963(+),CHRX:25003694-25016420(-)
48884008,CHR8:41793234-41827810(-),CHR8:18055992-18084998(-)
48884009,CHR15:63958706-64254768(-),CHR8:130052104-130443674(-)
48884010,CHRX:94513807-94601593(-),CHRX:64224194-64230607(-)
48884011,CHR13:3684032-3703822(+),CHR10:5638867-5666595(-)
48884012,CHR14:26616514-26637215(+),CHR3:57268342-57292685(-)
48884013,CHR10:53473057-53485321(+),CHR6:118894152-118909171(+)
48884014,CHR8:84682323-84696824(+),CHR19:14119512-14136613(-)
48884015,CHR12:103287401-103322260(-),CHR14:93934166-93976739(-)
48884016,CHR8:55003366-55040877(+),CHR4:176213673-176277571(-)
48884017,CHR8:5133219-5155287(-),CHR13:103043998-103066417(-)
48884018,CHR11:69983470-69997013(+),CHR17:7101322-7115700(-)
48884019,CHR11:70021155-70028376(+),CHR17:7074537-7080307(-)
48884020,CHR11:70057449-70061662(+),CHR17:7074537-7080307(-)
48884021,CHR11:69944911-69948720(+),CHR17:7173431-7179564(-)
48884022,CHR10:87326681-87329522(-),CHR12:102957674-102960513(+)
48884023,CHR7:142520566-142523001(-),CHR11:2268498-2270588(-)
48884024,CHR8:127790643-128338767(+),CHR10:34109560-34815325(-)
48884025,CHR2:154792519-154892932(+),CHR20:34186493-34269344(+)
48884026,CHR10:19810218-20018499(+),CHR6:136557046-136793097(-)
48884027,CHR17:28794330-28802567(+),CHR6:35797206-35845397(+)
48884028,CHR8:85744560-85751910(-),CHR19:12737106-12748323(+)
48884029,CHR13:49697919-49721041(+),CHR9:92456205-92482506(-)
48884030,CHR1:182236737-182289997(+),CHR1:223779893-223845954(-)
48884031,CHR2:31360282-31410682(+),CHR9:130444707-130501274(+)
48884032,CHR16:73688727-74889765(-),CHR3:75906675-77649964(+)
48884033,CHR9:105272533-105285497(+),CHR3:131013875-131027649(-)
48884034,CHR10:89409882-89457111(-),CHR12:100357074-100422055(+)
48884035,CHR6:146451130-146479333(-),CHR12:26905181-26938332(-)
48884036,CHR19:32649958-32717187(-),CHR10:87751512-87841361(-)
48884037,CHR4:155825098-155845550(-),CHR1:1512162-1534685(+)
48884037,CHR4:155825098-155845550(-),CHR1:1471765-1509466(+)
48884037,CHR4:155825098-155845550(-),CHR1:1449689-1470163(+)
48884038,CHR11:96816987-96826474(+),CHR17:47951967-47957883(-)
48884039,CHR3:88461065-88477032(+),CHR1:156031247-156053798(-)
48884040,CHR12:52035095-52053284(-),CHR14:31446036-31457506(-)
48884041,CHR2:73646853-73722983(-),CHR2:175072250-175168382(-)
48884042,CHR15:80139385-80141742(+),CHR22:39519695-39522686(+)
48884043,CHR7:141035111-141040656(+),CHR11:818914-825573(+)
48884044,CHR6:64706109-64708229(+),CHR4:93828753-93830964(+)
48884045,CHR10:62935564-62937059(+),CHR10:68230595-68232113(-)
48884046,CHR7:140521304-140527577(+),CHR11:289126-296107(+)
48884047,CHR18:23548192-23792772(+),CHR18:34493291-34891844(+)
48884048,CHR6:55654807-55658248(-),CHR7:31337465-31340726(-)
48884049,CHR10:61968869-61970542(+),CHR10:69571485-69573422(-)
48884050,CHR8:70243813-70260399(+),CHR19:19645198-19663676(-)
48884051,CHR3:101483535-101512000(-),CHR1:116372668-116410261(+)
48884052,CHR11:69490562-69496768(-),CHR17:7646627-7657770(+)
48884053,CHR9:96214708-96246368(-),CHR3:141876124-141926549(+)
48884054,CHR5:122591576-122640288(-),CHR12:110280616-110351093(+)
48884055,CHRX:72546692-72614611(+),CHRX:153517642-153582939(+)
48884056,CHR18:77861468-77870569(+),CHR18:46080248-46104334(-)
48884057,CHR10:127919176-127926257(+),CHR12:56638175-56645984(-)
48884058,CHR2:10060841-10085321(-),CHR10:7788147-7807815(+)
48884059,CHR10:79974466-79981652(+),CHR19:1241746-1244825(+)
48884060,CHR2:174302868-174305894(-),CHR20:59025475-59032345(-)
48884060,CHR2:174302868-174305894(-),CHR13:27945206-27945573(+)
48884061,CHR3:105850014-105866579(-),CHR1:111448864-111462773(+)
48884062,CHR2:73738791-73741670(-),CHR2:175176258-175181710(-)
48884063,CHR11:95963619-95966520(-),CHR17:48892765-48895871(+)
48884064,CHR11:115306517-115310775(-),CHR17:75038863-75046985(-)
48884065,CHR5:108581112-108582265(-),CHR4:672436-674330(-)
48884066,CHR16:84624754-84632495(-),CHR21:25716503-25735673(-)
48884067,CHR5:145120514-145128351(-),CHR7:99448475-99466186(-)
48884068,CHR12:111927809-111933411(-),CHR14:103912288-103928269(-)
48884069,CHR16:91722111-91728518(-),CHR21:33903453-33915814(-)
48884070,CHR12:69771724-69791434(+),CHR14:50311516-50335558(+)
48884071,CHRMT:7927-8607(+),CHRMT:8527-9207(+)
48884072,CHR1:24653055-24653732(-),CHRMT:8527-9207(+)
48884073,CHRX:73340753-73348297(+),CHRX:154428633-154436516(+)
48884074,CHR13:91031558-91053478(-),CHR5:82278650-82318806(+)
48884075,CHR17:87251537-87255315(-),CHR2:46490750-46542577(-)
48884076,CHR6:120772205-120799659(-),CHR22:17592136-17628822(-)
48884077,CHR17:24382839-24388652(-),CHR16:2513726-2520218(+)
48884078,CHR11:100900278-100954545(+),CHR17:42458844-42522582(+)
48884079,CHR11:68792392-68795360(+),CHR17:8377516-8383213(-)
48884080,CHR17:26895370-26918621(+),CHR5:172983771-173035445(+)
48884081,CHR16:43905765-43960055(-),CHR3:113746770-113812056(+)
48884082,CHR8:69541388-69566370(+),CHR8:20197381-20230399(+)
48884083,CHR15:38662177-38692690(+),CHR8:103021063-103073051(+)
48884084,CHR1:172099276-172125631(-),CHR1:160115759-160143591(+)
48884085,CHR7:24677592-24705338(-),CHR19:41966582-41997497(-)
48884086,CHR4:133311684-133319046(+),CHR1:26876132-26890283(-)
48884087,CHR5:122510571-122520834(+),CHR12:110452486-110469268(-)
48884088,CHR2:114346897-114485445(-),CHR15:35144977-35546193(-)
48884089,CHR4:132257866-132260970(-),CHR1:28236109-28246906(+)
48884090,CHR17:26009474-26011761(-),CHR16:720581-722590(+)
48884091,CHR18:56657794-56706112(-),CHR5:126531200-126595362(-)
48884092,CHR5:98032547-98178876(-),CHR4:79901146-80125454(-)
48884093,CHR19:57599466-58121775(+),CHR10:115093365-115948999(+)
48884094,CHR15:58039275-58078288(-),CHR8:123497889-123541206(-)
48884095,CHR4:150366103-150706423(+),CHR1:8352397-8848921(-)
48884096,CHR15:54702297-54816284(-),CHR8:119557086-119673453(-)
48884097,CHR13:45703231-46118467(-),CHR6:16299112-16761491(-)
48884098,CHR3:108109538-108117843(-),CHR1:109483479-109492804(+)
48884099,CHR11:102180126-102187457(-),CHR17:44191805-44200113(-)
48884100,CHR12:30934323-30943855(+),CHR2:279558-288851(-)
48884101,CHR1:6429555-6464955(+),CHR8:52534037-52565430(-)
48884102,CHR11:68936477-68942490(+),CHR17:8204731-8210600(-)
48884103,CHR7:6998346-7006090(+),CHR19:57231009-57235548(+)
48884104,CHR5:131466171-132572059(-),CHR7:69598296-70793506(+)
48884105,CHR4:101353828-101499996(+),CHR1:65248219-65415871(+)
48884106,CHR10:122284404-122289357(+),CHR12:63142759-63151201(-)
48884107,CHRX:72935371-72938034(+),CHRX:153902531-153907166(+)
48884108,CHR7:84264253-84339224(-),CHR15:80058951-80140292(+)
48884109,CHR2:147884797-147888889(-),CHR20:22580998-22585490(-)
48884110,CHR11:108811175-108841609(+),CHR17:65528563-65561648(-)
48884111,CHR9:119800229-119813724(-),CHR3:39141855-39154641(-)
48884112,CHR13:73615332-73664539(+),CHR5:1456480-1524282(-)
48884113,CHR11:55405065-55499024(-),CHR5:151822513-151924851(-)
48884114,CHRX:135658423-135680890(-),CHRX:103705494-103728495(-)
48884115,CHR11:119955256-119977653(-),CHR17:81189593-81222999(-)
48884116,CHR15:38487671-38519510(-),CHR8:102826111-102893864(-)
48884117,CHR10:80662516-80665124(+),CHR19:2269486-2273492(+)
48884118,CHR9:65583830-65597582(+),CHR15:64687573-64703281(-)
48884119,CHR2:67396215-67953033(+),CHR2:167293001-167874045(+)
48884120,CHR5:149601695-149686064(+),CHR13:31199975-31332276(+)
48884121,CHR9:26644813-26672646(+),CHR11:134378504-134412242(-)
48884122,CHR19:5088854-5091159(+),CHR11:66345374-66347629(-)
48884123,CHR8:72143400-72154433(-),CHR19:17794791-17813576(+)
48884124,CHR16:19578958-19591503(+),CHR3:183253253-183298504(+)
48884125,CHR11:95756769-95805717(-),CHR17:49120344-49176840(+)
48884126,CHR7:103500961-103502414(-),CHR11:5268345-5505652(-)
48884126,CHR7:103500961-103502414(-),CHR11:5253188-5505605(-)
48884127,CHR7:103488331-103489727(-),CHR11:5225464-5229395(-)
48884127,CHR7:103488331-103489727(-),CHR11:5232678-5243657(-)
48884128,CHR16:97157942-97244136(+),CHR21:41167801-41282530(+)
48884129,CHR16:87495842-87530234(+),CHR21:29194071-29630751(+)
48884130,CHR4:32238804-32586108(+),CHR6:89926528-90296843(-)
48884131,CHR5:38434748-38461560(+),CHR4:4188726-4226929(-)
48884132,CHR19:6919229-6929267(+),CHR11:64269828-64284704(-)
48884133,CHR11:94935300-94967627(-),CHR17:50055968-50090481(+)
48884134,CHR10:128295117-128326351(+),CHR12:56162359-56189567(-)
48884135,CHR3:32762695-32781122(+),CHR3:179562886-179588407(+)
48884136,CHR11:99099873-99121843(-),CHR17:40624962-40648654(-)
48884137,CHR15:99600175-99611872(+),CHR12:50085200-50100707(+)
48884138,CHR8:10056637-10086000(+),CHR13:108251240-108308484(+)
48884139,CHR11:120123773-120183108(+),CHR17:81395457-81466331(+)
48884140,CHR15:74388045-74461314(+),CHR8:142449430-142545009(+)
48884141,CHR4:129878663-129916426(+),CHR1:31727117-31764893(-)
48884142,CHR1:25106557-25868788(-),CHR6:68635282-69390571(+)
48884143,CHR6:93652436-94260898(-),CHR3:65353525-66038918(-)
48884144,CHR5:144201336-144294922(-),CHR7:98291650-98401090(-)
48884145,CHR15:79142395-79169737(-),CHR22:38084652-38111015(-)
48884146,CHR14:32130160-32187866(-),CHR10:49609095-49667942(+)
48884147,CHR17:68004254-68129642(+),CHR18:6941742-7117797(-)
48884148,CHR18:3507923-3516404(+),CHR10:28677510-28682932(+)
48884149,CHR2:35203998-35226988(-),CHR9:121338987-121370304(-)
48884150,CHR3:80750906-80820967(-),CHR4:157076125-157172090(+)
48884151,CHR2:166747961-166788309(+),CHR20:49046246-49096960(+)
48884152,CHR13:12410256-12453774(+),CHR1:236549005-236604516(-)
48884153,CHR5:41918826-41921563(-),CHR4:13540830-13547744(-)
48884154,CHR4:148518952-148529217(-),CHR1:11273198-11299574(+)
48884155,CHR2:28797691-28806680(-),CHR9:132582606-132590252(+)
48884156,CHR2:28445831-28453415(-),CHR9:133061981-133071861(+)
48884157,CHR17:35460722-35472683(+),CHR6:31530219-31542448(-)
48884158,CHR17:35368052-35383873(-),CHR6:31620715-31637771(+)
48884159,CHR17:35354154-35366298(+),CHR6:31639028-31652705(-)
48884160,CHR17:35308239-35321963(+),CHR6:31686955-31703356(-)
48884161,CHR17:35117445-35133028(+),CHR6:31879759-31897698(-)
48884162,CHR7:45111121-45116322(-),CHR19:48954815-48961798(+)
48884163,CHR6:125138812-125143450(-),CHR12:6534512-6538374(+)
48884165,CHR8:76131965-76133165(-),CHR12:6534512-6538374(+)
48884166,CHR14:11187822-11189022(+),CHR12:6534512-6538374(+)
48884167,CHR1:16171519-16174657(-),CHR8:73290242-73295789(-)
48884168,CHR19:53918292-53933058(-),CHR10:110898730-110919366(-)
48884169,CHR12:84455243-84488279(+),CHR14:74019349-74082864(+)
48884170,CHR1:130981437-131025563(-),CHR1:206684905-206734281(+)
48884171,CHR4:65523223-65534475(+),CHR9:116687305-116701300(+)
48884172,CHR16:59433312-59459754(-),CHR3:97764521-97801242(+)
48884173,CHR2:136715700-136733309(-),CHR20:10401009-10434222(-)
48884174,CHR12:98886833-98949497(+),CHR14:88824153-88881079(+)
48884175,CHR2:157398282-157408281(-),CHR20:37492472-37527931(-)
48884176,CHR7:12765933-12768704(-),CHR19:58551452-58555105(-)
48884177,CHR6:124689299-124693913(+),CHR12:6965327-6970780(-)
48884178,CHR5:137780168-137785915(-),CHR7:100428322-100434126(+)
48884179,CHR8:117822593-117860459(+),CHR16:81238689-81291142(+)
48884180,CHR9:50444387-50466481(-),CHR11:112175510-112224699(+)
48884181,CHR12:111635795-111638772(-),CHR14:103519667-103522833(-)
48884182,CHR11:24028056-24124123(+),CHR2:60450520-60554467(-)
48884183,CHR12:107876662-107969861(-),CHR14:99169287-99272197(-)
48884184,CHR1:106465908-106642004(-),CHR18:63123346-63320128(-)
48884185,CHR2:152622588-152673648(-),CHR20:31664452-31723989(-)
48884186,CHR16:23783802-23807602(-),CHR3:187721377-187745725(-)
48884187,CHR5:135197226-135210706(+),CHR7:73536356-73557690(-)
48884188,CHR9:44394122-44423193(+),CHR11:118893875-118925926(-)
48884189,CHR16:87280213-87292757(-),CHR21:29055805-29073797(-)
48884190,CHR12:105570350-105571770(+),CHR14:96256210-96268967(+)
48884191,CHR7:27992980-28001210(-),CHR19:39498895-39508481(+)
48884192,CHR15:103252713-103275190(-),CHR12:54395261-54419266(-)
48884193,CHR2:38229293-38259745(+),CHR9:124001670-124033301(+)
48884194,CHR11:70416193-70418684(+),CHR17:4796144-4798502(+)
48884195,CHR8:129412135-129459681(+),CHR10:32887273-33005792(-)
48884196,CHR19:8897740-8904600(+),CHR11:62615296-62622154(-)
48884197,CHR17:34401006-34406347(-),CHR6:32844136-32860734(+)
48884198,CHR2:38478058-38533964(-),CHR9:124353465-124415444(-)
48884199,CHR8:106662360-106665024(-),CHR16:67934506-67936864(-)
48884200,CHR2:79282981-79286980(-),CHR2:181668295-181680827(-)
48884201,CHR3:18108489-18111678(+),CHR8:64580365-64583627(+)
48884202,CHR2:180416174-180418693(-),CHR20:63005927-63007035(-)
48884203,CHR14:54851577-54855452(-),CHR14:23016543-23035230(-)
48884204,CHR17:34417169-34420428(+),CHR6:32840717-32844679(-)
48884205,CHR14:54862767-54867013(+),CHR14:23042212-23044060(+)
48884206,CHR17:34524841-34535648(+),CHR6:32577902-32589848(-)
48884206,CHR17:34524841-34535648(+),CHR6:32517353-32530287(-)
48884207,CHR17:34482201-34488392(+),CHR6:32659467-32668383(-)
48884207,CHR17:34482201-34488392(+),CHR6:32756098-32763532(-)
48884208,CHR17:34457879-34464882(+),CHR6:32812763-32820466(-)
48884209,CHR17:34544639-34560386(+),CHR6:32577902-32589848(-)
48884209,CHR17:34544639-34560386(+),CHR6:32517353-32530287(-)
48884210,CHR2:148535905-148574387(-),CHR20:23374519-23421519(-)
48884211,CHR17:35075350-35081492(-),CHR6:31945650-31952086(+)
48884212,CHR12:49429666-49433650(+),CHR14:28764329-28770277(+)
48884213,CHR10:57661019-57664546(+),CHR6:122749201-122784074(+)
48884214,CHR10:14278327-14421403(-),CHR6:142301854-142446266(+)
48884215,CHRX:72527208-72539539(+),CHRX:153494980-153509546(+)
48884216,CHR3:88275923-88280048(-),CHR1:156242184-156243317(+)
48884217,CHR6:108637590-108643886(+),CHR3:4979437-4985323(+)
48884218,CHR6:145803969-145811146(-),CHR12:26120030-26125037(-)
48884219,CHR5:144127104-144131259(+),CHR7:98211439-98215457(+)
48884220,CHR15:99290828-99307930(+),CHR12:49707725-49764934(+)
48884221,CHR18:16721934-16942303(-),CHR18:27932879-28177946(-)
48884222,CHR5:115786234-115869680(-),CHR12:119989236-120094495(+)
48884223,CHR10:70758662-70995530(-),CHR10:58512220-58831435(+)
48884224,CHR6:120870080-120894074(-),CHR22:17734138-17774770(-)
48884225,CHR13:56757399-56787172(+),CHR5:136028988-136063818(+)
48884226,CHR4:117615033-117622845(-),CHR1:44043927-44135140(+)
48884227,CHR2:127967958-128004467(+),CHR2:111119378-111168445(+)
48884228,CHR18:32510283-32568790(+),CHR2:127048023-127107288(-)
48884229,CHR15:100538963-100567384(-),CHR12:51281038-51324668(-)
48884230,CHR17:34135150-34138299(+),CHR6:33314406-33317942(-)
48884231,CHR2:156617373-156623578(+),CHR20:36541497-36551447(+)
48884232,CHR17:71280958-71297511(-),CHR18:3247481-3256237(+)
48884232,CHR17:71280958-71297511(-),CHR18:3261479-3278461(+)
48884233,CHR17:34159634-34168671(+),CHR6:33279108-33289247(-)
48884234,CHR2:34662102-34666541(+),CHR9:125234853-125241382(-)
48884235,CHR13:73881213-73964873(+),CHR5:1050384-1155899(-)
48884236,CHR9:7848700-7873187(-),CHR11:102317484-102339403(+)
48884237,CHR9:7818228-7837065(-),CHR11:102347211-102378670(+)
48884238,CHRX:41148556-41198533(+),CHR19:53289601-53291434(-)
48884238,CHRX:41148556-41198533(+),CHRX:123859708-123913972(+)
48884239,CHR3:53421359-53564776(-),CHR13:38687077-38887131(+)
48884240,CHR9:37140445-37166709(-),CHR11:125063302-125090516(+)
48884241,CHR10:44313173-44404497(-),CHR6:105992690-106109939(+)
48884242,CHR4:116953272-116973298(+),CHR1:44819154-44843253(-)
